Id	cg	cs	ci	tgs	tgi	tsi	K	Ranks K
91	0.045815152500000005	0.1432834039078272	0.0482829807817915	0.17592592592592593	0.10434782608695652	0.07964601769911504	-4.623286239253193	1
50	0.10710499999999999	0.1696294031022113	0.1127455333413383	0.04918032786885246	0.06557377049180328	0.056338028169014086	-3.8639445755677992	2
23	0.15495499999999998	0.0706209084838025	0.0247582614357733	0.11206896551724138	0.11363636363636363	0.11504424778761062	-3.742949901995777	3
16	0.16401300000000002	0.3633416581909436	0.0563272101393989	0.037037037037037035	0.14736842105263157	0.06153846153846154	-2.8811068418483923	4
96	0.221073	0.2730876040113539	0.0568432789583512	0.09183673469387756	0.09923664122137404	0.08791208791208792	-2.5354968912736764	5
15	0.23952800000000002	0.3525026852849977	0.0474891643952834	0.1619047619047619	0.23404255319148937	0.1509433962264151	-2.1641018312934013	6
39	0.259209	0.315040919033345	0.0988272536582141	0.08108108108108109	0.0547945205479452	0.06944444444444445	-1.9967736353438696	7
94	0.34204949999999995	0.0314962978363244	0.0734982002297694	0.10191082802547771	0.07246376811594203	0.176056338028169	-1.9088915051219777	8
46	0.27838882499999995	0.3154911508606886	0.1095012815468531	0.13725490196078433	0.14018691588785046	0.10891089108910891	-1.7905072709147127	9
6	0.328133	0.0619182818710621	0.2214049344088213	0.15151515151515152	0.12307692307692308	0.12162162162162163	-1.787118127311318	10
73	0.26071700000000003	0.192696586647372	0.4346118885017925	0.0967741935483871	0.2708333333333333	0.09523809523809523	-1.7380290908726068	11
92	0.145016	0.5197389824578957	0.1143315412218354	0.0915032679738562	0.08843537414965986	0.2534246575342466	-1.7095357488937482	12
93	0.356873	0.0454563223669167	0.1316932567855343	0.10135135135135136	0.10273972602739725	0.10144927536231885	-1.6530126231007904	13
5	0.277591	0.3121169786352297	0.2707024470144237	0.09401709401709402	0.10714285714285714	0.06557377049180328	-1.6054194946438964	14
41	0.272451	0.4058128792182575	0.1516970438079991	0.08333333333333333	0.25	0.06944444444444445	-1.5277399030574266	15
27	0.351576	0.0613462793734984	0.2816458147271721	0.0	0.057692307692307696	0.046875	-1.4788170331572887	16
4	0.35947762499999997	0.036065781555718	0.4050470807046803	0.07547169811320754	0.07142857142857142	0.10679611650485436	-1.2898238925873036	17
45	0.34421999999999997	0.1312171734220335	0.3820759138977273	0.11940298507462686	0.08	0.08571428571428572	-1.2521621740727573	18
43	0.337377	0.1966207325318092	0.3831432959927457	0.10666666666666667	0.08	0.18309859154929578	-1.155749048679545	19
77	0.405785	0.0091772075601306	0.1728574707003599	0.07547169811320754	0.11666666666666667	0.0958904109589041	-1.029585142724223	20
40	0.346957	0.355158445185268	0.2260803596897008	0.06060606060606061	0.19642857142857142	0.08695652173913043	-0.8599334374247039	21
3	0.323265	0.3887395743557746	0.3860895523897709	0.04	0.04054054054054054	0.25	-0.8128891236233493	22
42	0.330221	0.4160489171241679	0.1875959784862457	0.05555555555555555	0.19642857142857142	0.06578947368421052	-0.8028058556505144	23
10	0.42932	0.0359319771567303	0.2432617083034123	0.05555555555555555	0.08	0.056338028169014086	0.06670707827108985	24
82	0.0445952	0.7093483784234039	0.0269745170748277	0.08695652173913043	0.13740458015267176	0.13414634146341464	0.1666377148116137	25
95	0.0983579	0.714929087846825	0.0297524088345872	0.08108108108108109	0.12173913043478261	0.04807692307692308	0.8193512679797335	26
44	0.4236297	0.4350456047246511	0.4141007233676905	0.22972972972972974	0.21333333333333335	0.5517241379310345	2.056516184045271	27
62	0.472343	0.2421197293914795	0.1267802138681185	0.078125	0.18181818181818182	0.07692307692307693	2.1574945908138483	28
90	0.440176	0.5	0.2788277299889999	0.25	0.34210526315789475	0.25	2.455574662486251	29
29	0.24172600000000002	0.79326098610741	0.058218457160321	0.09782608695652174	0.12244897959183673	0.18085106382978725	3.8552527935986025	30
58	0.105448	0.8401307149366063	0.0442609598155535	0.16	0.11235955056179775	0.0967741935483871	3.914054435209146	31
67	0.358699	0.7478667266227157	0.1410889825449689	0.21428571428571427	0.1282051282051282	0.12987012987012986	4.220685760635526	32
18	0.160125	0.8434382678378065	0.3488225410958629	0.012987012987012988	0.028985507246376812	0.13333333333333333	4.949021881098539	33
88	0.517544	0.5158529165443793	0.2016114743273931	0.09876543209876543	0.16455696202531644	0.0641025641025641	5.612303508353034	34
26	0.565876	0.109086171984141	0.1795521881060199	0.05357142857142857	0.3181818181818182	0.04878048780487805	5.632195665092881	35
75	0.38844224999999993	0.8106335268096866	0.1162478781252412	0.1111111111111111	0.14285714285714285	0.07692307692307693	5.875321968971366	36
66	0.558333	0.4065673363142339	0.0716694129662918	0.07017543859649122	0.0975609756097561	0.1111111111111111	5.988580129350205	37
49	0.569591	0.29712549362126	0.1144378907354423	0.10101010101010101	0.1015625	0.09278350515463918	6.169501097472451	38
84	0.501951	0.6196981731718431	0.1877140349055855	0.06944444444444445	0.027777777777777776	0.0	6.206646007068845	39
69	0.58834	0.0	0.156079636062747	0.10309278350515463	0.125	0.049019607843137254	6.228699545078434	40
70	0.39815700000000004	0.8259951726933821	0.254265562483414	0.1	0.05555555555555555	0.05	6.644245065639185	41
38	0.574449	0.4407136773940663	0.0626595721945876	0.21348314606741572	0.208955223880597	0.11864406779661017	6.963421239183897	42
52	0.537467775	0.5988640655487676	0.1593391638111194	0.08108108108108109	0.04054054054054054	0.09230769230769231	7.186525610251575	43
63	0.103432	0.9347351330562012	0.2772548512258474	0.04	0.4594594594594595	0.05454545454545454	7.2597803883588465	44
14	0.610448	0.0651534965003812	0.0505564303949628	0.13253012048192772	0.11764705882352941	0.0784313725490196	7.561919279244654	45
61	0.244785	0.9366545138301796	0.1749650797372634	0.06097560975609756	0.1271186440677966	0.09523809523809523	8.607828049152415	46
7	0.216365	0.9465106826629112	0.2740414311926353	0.04395604395604396	0.0970873786407767	0.03296703296703297	8.767798975535408	47
33	0.299573	0.93794964937191	0.1077300590916647	0.05714285714285714	0.24489795918367346	0.0875	9.113756178451657	48
31	0.13788699999999998	0.993919901651516	0.0089800675558559	0.03773584905660377	0.14285714285714285	0.109375	9.19249188811909	49
28	0.56508375	0.6528199036048921	0.1481223000865075	0.02666666666666667	0.16326530612244897	0.043478260869565216	9.344900947205975	50
2	0.6035433499999999	0.5216550058455007	0.285316259815822	0.05063291139240506	0.047619047619047616	0.078125	9.356663383224777	51
24	0.177151	0.9867994744454032	0.0652607823825287	0.11764705882352941	0.10714285714285714	0.13414634146341464	9.424068897453765	52
60	0.5686439999999999	0.6564645120548738	0.1527185796179464	0.08	0.42857142857142855	0.07792207792207792	9.565948465619906	53
81	0.6433300000000001	0.043497076920438	0.1984291006308768	0.056818181818181816	0.0	0.06315789473684211	10.323179068089699	54
57	0.547683	0.7435470901020358	0.2185664300660718	0.015873015873015872	0.03773584905660377	0.1956521739130435	10.551469839623307	55
20	0.5307890000000001	0.7942911185662105	0.2012983553934886	0.019230769230769232	0.2564102564102564	0.04	10.869005315566072	56
89	0.654246	0.3440002925856857	0.2441125588920618	0.2	0.13043478260869565	0.09375	12.004821430079293	57
21	0.665519	0.33425140437465	0.2211783497173115	0.10714285714285714	0.12244897959183673	0.08928571428571429	12.853621448083258	58
51	0.682696	0.0404050156675891	0.0584321783803445	0.08064516129032258	0.40476190476190477	0.08196721311475409	13.289732762144402	59
48	0.6873739999999999	0.0715277381536506	0.0757930749446516	0.09523809523809523	0.07407407407407407	0.042105263157894736	13.76348068906494	60
71	0.67578	0.3229612062498443	0.3388905700088818	0.11688311688311688	0.04918032786885246	0.04	13.793416228135717	61
35	0.693032	0.0365557428247533	0.2474052151688477	0.08333333333333333	0.1134020618556701	0.14285714285714285	14.343205876022944	62
72	0.671845	0.5401542718533889	0.2406929571462094	0.06097560975609756	0.054945054945054944	0.09210526315789473	14.950008914966658	63
36	0.696535	0.3196309818056888	0.1210032951175889	0.08247422680412371	0.07291666666666667	0.09803921568627451	15.173131573411208	64
1	0.6720079999999999	0.5739762970310511	0.2159563524482365	0.0958904109589041	0.07692307692307693	0.06666666666666667	15.270348410870803	65
19	0.6461520000000001	0.6940194952778593	0.297353218372156	0.4444444444444444	0.13924050632911392	0.14102564102564102	15.444241428522384	66
68	0.710782	0.0515663321492897	0.2917581272280114	0.11320754716981132	0.45454545454545453	0.1	15.85617348940824	67
22	0.680813	0.5637928583169415	0.3182638001957935	0.08333333333333333	0.07246376811594203	0.11494252873563218	16.00079833341416	68
64	0.740592	0.1455990665609101	0.027193657366294	0.02197802197802198	0.04081632653061224	0.047619047619047616	18.145349738110145	69
86	0.645196	0.8257060881379629	0.2661626384251497	0.07317073170731707	0.14285714285714285	0.07317073170731707	18.283831162515227	70
85	0.738178	0.2389278365993817	0.1598518496352783	0.11764705882352941	0.24528301886792453	0.09615384615384616	18.351374403542554	71
56	0.710249	0.6097251304268296	0.3067412324427984	0.04918032786885246	0.09090909090909091	0.043478260869565216	18.897849149090092	72
87	0.742502	0.3442045323243061	0.3029414920513452	0.15	0.4642857142857143	0.14754098360655737	19.13934819587495	73
32	0.754402	0.3241151281473674	0.0401703596417389	0.1232876712328767	0.1388888888888889	0.0684931506849315	19.71266076992059	74
25	0.730046	0.5758258721940916	0.2067558072672133	0.10344827586206896	0.05084745762711865	0.12727272727272726	19.920383481024928	75
9	0.770149	0.0832007333670202	0.3280618880418039	0.09876543209876543	0.3157894736842105	0.10714285714285714	20.729999193469805	76
37	0.675976	0.8429627152455936	0.2609971713471188	0.30851063829787234	0.08247422680412371	0.09565217391304348	21.30061470966569	77
53	0.780872	0.2618664168155412	0.2915593768690943	0.2676056338028169	0.37037037037037035	0.2	21.98887526312522	78
59	0.789806	0.1845150325789482	0.1987314686507001	0.07692307692307693	0.13580246913580246	0.1111111111111111	22.394181917260745	79
74	0.803604	0.0362988193691424	0.1364556216210602	0.11450381679389313	0.12781954887218044	0.08148148148148149	23.229836575449177	80
54	0.789319	0.2037711375497137	0.4212473136185908	0.4375	0.5757575757575758	0.25	24.059699531477936	81
80	0.786675	0.6316760654737908	0.0680758487240467	0.020833333333333332	0.047619047619047616	0.0	25.152616120380873	82
83	0.797457	0.750342146407756	0.1317791118698645	0.07462686567164178	0.14583333333333334	0.05063291139240506	28.46812681799245	83
47	0.762283	0.8338961402346902	0.3845338368050319	0.1625	0.5757575757575758	0.16666666666666666	29.23489850818122	84
11	0.8524719999999999	0.0634587912709919	0.227436475628552	0.0875	0.19480519480519481	0.06896551724137931	29.764302572713152	85
12	0.809666	0.7542041925271273	0.2617422606565097	0.06521739130434782	0.2	0.11363636363636363	30.167841676363185	86
13	0.8245819999999999	0.6704860233961416	0.1705829943725218	0.1	0.06976744186046512	0.0625	30.31860921088847	87
79	0.786393	0.8570250133465493	0.0933445060094248	0.12698412698412698	0.09859154929577464	0.21818181818181817	30.381433566274634	88
30	0.83021	0.6495038763942623	0.3108038443664845	0.037037037037037035	0.09574468085106383	0.04938271604938271	30.805882333343355	89
76	0.871016	0.1177354686914875	0.078647799361981	0.1368421052631579	0.3488372093023256	0.2	32.12472842093119	90
8	0.87656	0.0	0.2170261053952779	0.06818181818181818	0.056338028169014086	0.09411764705882353	32.724082631744096	91
65	0.8653209999999999	0.4546329841366897	0.3518568711152018	0.16666666666666666	0.23076923076923078	0.13333333333333333	32.97788093026089	92
78	0.797629	0.9801561863214322	0.2250589207334198	0.11428571428571428	0.029850746268656716	0.10606060606060606	35.446719706363325	93
55	0.804517	0.67977282185724	0.3795853722779573	0.6744186046511628	0.5192307692307693	0.3148148148148148	35.80529494922493	94
34	0.782643	0.8348530373955501	0.1800981896782223	0.6666666666666666	0.11458333333333333	0.12631578947368421	38.27022914016469	95
17	0.8753719999999999	0.7778118332796314	0.1476987180508956	0.06060606060606061	0.10714285714285714	0.05405405405405406	39.039220063156236	96
