ID	6 | 0.02	6 | 0.1	6 | 10	6 | 25	6 | 50	6 | 100	6 | 250	6 | 500	6 | 1000	5 | 0.02	5 | 0.1	5 | 10	5 | 25	5 | 50	5 | 100	5 | 250	5 | 500	5 | 1000	4 | 0.02	4 | 0.1	4 | 10	4 | 25	4 | 50	4 | 100	4 | 250	4 | 500	4 | 1000
2560	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	CCMSLIB00003139560	CCMSLIB00003139560	CCMSLIB00003139560	CCMSLIB00003139560	CCMSLIB00003139560
2563	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463509	CCMSLIB00005463509	CCMSLIB00005463509	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00006573474	CCMSLIB00012269360	CCMSLIB00012269360	CCMSLIB00012269360	no match	no match	CCMSLIB00012466555	CCMSLIB00000079655	CCMSLIB00010122815	CCMSLIB00010122815	CCMSLIB00010122815	CCMSLIB00010122815	CCMSLIB00010122815
2572	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143	CCMSLIB00000081143
2573	no match	no match	no match	no match	no match	no match	CCMSLIB00005463509	CCMSLIB00005463509	CCMSLIB00005463509	no match	no match	no match	no match	CCMSLIB00000478489	CCMSLIB00000478489	CCMSLIB00012267027	CCMSLIB00012267027	CCMSLIB00012267027	no match	no match	CCMSLIB00000478491	CCMSLIB00004702578	CCMSLIB00006448297	CCMSLIB00006448297	CCMSLIB00012266281	CCMSLIB00012266281	CCMSLIB00012266281
1550	no match	no match	no match	no match	CCMSLIB00005463505	CCMSLIB00005463505	CCMSLIB00006575625	CCMSLIB00006575625	CCMSLIB00006575625	no match	no match	no match	no match	CCMSLIB00005463505	CCMSLIB00006573455	CCMSLIB00000078477	CCMSLIB00000078477	CCMSLIB00000078477	no match	no match	CCMSLIB00004717088	CCMSLIB00004717088	CCMSLIB00012465822	CCMSLIB00012465822	CCMSLIB00012465822	CCMSLIB00012465822	CCMSLIB00012465822
2066	no match	no match	no match	no match	no match	no match	CCMSLIB00005463505	CCMSLIB00005463505	CCMSLIB00005463505	no match	no match	no match	no match	no match	no match	CCMSLIB00005463505	CCMSLIB00012267409	CCMSLIB00012267409	no match	no match	no match	no match	no match	CCMSLIB00005725193	CCMSLIB00005725193	CCMSLIB00012286361	CCMSLIB00012286361
531	no match	no match	CCMSLIB00012468594	CCMSLIB00012468594	CCMSLIB00012468594	CCMSLIB00012468594	CCMSLIB00012468594	CCMSLIB00012468594	CCMSLIB00012468594	no match	no match	CCMSLIB00012451395	CCMSLIB00012451395	CCMSLIB00012451395	CCMSLIB00006440946	CCMSLIB00006440946	CCMSLIB00006440946	CCMSLIB00006440946	no match	CCMSLIB00012468904	CCMSLIB00010113241	CCMSLIB00010113241	CCMSLIB00010113241	CCMSLIB00012725695	CCMSLIB00012725695	CCMSLIB00012725695	CCMSLIB00012725695
2082	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	CCMSLIB00000004630	CCMSLIB00000004630	CCMSLIB00000004630	CCMSLIB00006575650	CCMSLIB00010120500	CCMSLIB00010120500	CCMSLIB00010120500	no match	no match	CCMSLIB00000004630	CCMSLIB00004698223	CCMSLIB00012376908	CCMSLIB00006569813	CCMSLIB00010120500	CCMSLIB00010120500	CCMSLIB00010120500
37	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	no match	no match	CCMSLIB00005772316	CCMSLIB00012418248	CCMSLIB00012418248	CCMSLIB00012418248	CCMSLIB00012418248
41	no match	no match	no match	no match	no match	CCMSLIB00001059253	CCMSLIB00001059253	CCMSLIB00001059253	CCMSLIB00001059253	CCMSLIB00012474646	CCMSLIB00012474646	CCMSLIB00012474646	CCMSLIB00012474646	CCMSLIB00012474663	CCMSLIB00001059253	CCMSLIB00001059253	CCMSLIB00001059253	CCMSLIB00001059253	CCMSLIB00012474646	CCMSLIB00012474646	CCMSLIB00012474646	CCMSLIB00012474646	CCMSLIB00012474663	CCMSLIB00001059253	CCMSLIB00001059253	CCMSLIB00001059253	CCMSLIB00001059253
45	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	CCMSLIB00010087974	CCMSLIB00010087974	CCMSLIB00010087974
1584	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00000840348	CCMSLIB00000840348	CCMSLIB00006557621	CCMSLIB00006557621	CCMSLIB00006557621	no match	no match	no match	CCMSLIB00010121864	CCMSLIB00000840348	CCMSLIB00000080030	CCMSLIB00000855119	CCMSLIB00000855119	CCMSLIB00000855119	no match	no match	CCMSLIB00000577651	CCMSLIB00012474787	CCMSLIB00010131120	CCMSLIB00006558372	CCMSLIB00000855119	CCMSLIB00000855119	CCMSLIB00000855119
1079	no match	no match	no match	no match	no match	CCMSLIB00005463500	CCMSLIB00005463505	CCMSLIB00005463505	CCMSLIB00005463505	no match	no match	CCMSLIB00011431325	CCMSLIB00011431325	CCMSLIB00012355669	CCMSLIB00011429564	CCMSLIB00011429564	CCMSLIB00011429564	CCMSLIB00011429564	no match	no match	CCMSLIB00012417844	CCMSLIB00012417844	CCMSLIB00012417844	CCMSLIB00006386883	CCMSLIB00006386883	CCMSLIB00006386883	CCMSLIB00006386883
1591	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463663	CCMSLIB00012474696	CCMSLIB00012474696	CCMSLIB00012474696	no match	no match	CCMSLIB00006566165	CCMSLIB00006566165	CCMSLIB00000079490	CCMSLIB00000079490	CCMSLIB00012474696	CCMSLIB00012474696	CCMSLIB00012474696	no match	CCMSLIB00010110146	CCMSLIB00012449696	CCMSLIB00012344835	CCMSLIB00000079490	CCMSLIB00000079490	CCMSLIB00012474696	CCMSLIB00012474696	CCMSLIB00012474696
2105	no match	no match	no match	no match	no match	CCMSLIB00011427205	CCMSLIB00012421881	CCMSLIB00012421881	CCMSLIB00012421881	no match	no match	CCMSLIB00000222323	CCMSLIB00012265751	CCMSLIB00006528383	CCMSLIB00000080429	CCMSLIB00000080429	CCMSLIB00000080429	CCMSLIB00000080429	no match	CCMSLIB00005726519	CCMSLIB00010011149	CCMSLIB00010011149	CCMSLIB00010109197	CCMSLIB00010109197	CCMSLIB00006683673	CCMSLIB00006683673	CCMSLIB00006683673
1088	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00011906465	CCMSLIB00011906465	CCMSLIB00011906465	no match	no match	CCMSLIB00012286719	CCMSLIB00005748248	CCMSLIB00005748248	CCMSLIB00005740644	CCMSLIB00005740644	CCMSLIB00005740644	CCMSLIB00005740644	no match	no match	CCMSLIB00012409582	CCMSLIB00005748248	CCMSLIB00010152177	CCMSLIB00010152177	CCMSLIB00012176282	CCMSLIB00012176282	CCMSLIB00012176282
1605	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463508	CCMSLIB00006575625	CCMSLIB00006575625	CCMSLIB00006575625	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00000004706	CCMSLIB00000845891	CCMSLIB00000845891	CCMSLIB00000845891	no match	no match	CCMSLIB00012260573	CCMSLIB00012260573	CCMSLIB00012260573	CCMSLIB00000004706	CCMSLIB00006514033	CCMSLIB00006514033	CCMSLIB00006514033
2118	no match	no match	no match	no match	no match	no match	CCMSLIB00000223882	CCMSLIB00004709820	CCMSLIB00004709820	no match	no match	no match	no match	CCMSLIB00006542247	CCMSLIB00006543322	CCMSLIB00006543322	CCMSLIB00006543322	CCMSLIB00006543322	no match	no match	CCMSLIB00006536336	CCMSLIB00006540532	CCMSLIB00006540532	CCMSLIB00006540532	CCMSLIB00006540532	CCMSLIB00006540532	CCMSLIB00006540532
583	no match	no match	no match	no match	no match	no match	CCMSLIB00005463539	CCMSLIB00005463539	CCMSLIB00005463539	no match	no match	CCMSLIB00006389484	CCMSLIB00006389484	CCMSLIB00006389484	CCMSLIB00006389484	CCMSLIB00006389484	CCMSLIB00006389484	CCMSLIB00006389484	no match	no match	CCMSLIB00006562049	CCMSLIB00006562049	CCMSLIB00006562049	CCMSLIB00006562049	CCMSLIB00006431372	CCMSLIB00006431372	CCMSLIB00006431372
69	no match	no match	CCMSLIB00012176106	CCMSLIB00012176106	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	no match	no match	CCMSLIB00012474974	CCMSLIB00012474974	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00006380171	CCMSLIB00006380171	no match	no match	CCMSLIB00012474974	CCMSLIB00012474974	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00006534291	CCMSLIB00006380171	CCMSLIB00006380171
590	no match	no match	CCMSLIB00006709991	CCMSLIB00006709991	CCMSLIB00006709991	CCMSLIB00010007702	CCMSLIB00010007702	CCMSLIB00010007702	CCMSLIB00010007702	CCMSLIB00010116435	CCMSLIB00010116435	CCMSLIB00006709991	CCMSLIB00006709991	CCMSLIB00006709991	CCMSLIB00012270841	CCMSLIB00012270841	CCMSLIB00012270841	CCMSLIB00012270841	CCMSLIB00010116435	CCMSLIB00010116435	CCMSLIB00006709991	CCMSLIB00006709991	CCMSLIB00006709991	CCMSLIB00012270841	CCMSLIB00012270841	CCMSLIB00012270841	CCMSLIB00012270841
1104	no match	no match	CCMSLIB00006710015	CCMSLIB00006710015	CCMSLIB00006710015	CCMSLIB00012287174	CCMSLIB00012287174	CCMSLIB00012287174	CCMSLIB00012287174	no match	no match	CCMSLIB00000085698	CCMSLIB00006389929	CCMSLIB00012400046	CCMSLIB00012400046	CCMSLIB00012400046	CCMSLIB00012400046	CCMSLIB00012400046	no match	CCMSLIB00012259606	CCMSLIB00005771713	CCMSLIB00000569265	CCMSLIB00012400046	CCMSLIB00012400046	CCMSLIB00012400046	CCMSLIB00012400046	CCMSLIB00012400046
2131	no match	no match	no match	no match	no match	CCMSLIB00005723666	CCMSLIB00000577783	CCMSLIB00005748038	CCMSLIB00005748038	no match	no match	CCMSLIB00000078155	CCMSLIB00005721161	CCMSLIB00000847134	CCMSLIB00000852506	CCMSLIB00000852506	CCMSLIB00004710129	CCMSLIB00004710129	no match	CCMSLIB00012431520	CCMSLIB00000852029	CCMSLIB00010314563	CCMSLIB00010314563	CCMSLIB00010314563	CCMSLIB00010314563	CCMSLIB00004710129	CCMSLIB00004710129
83	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	no match	CCMSLIB00010116405	CCMSLIB00010116405	CCMSLIB00010116405	CCMSLIB00010116405	CCMSLIB00010116405	CCMSLIB00010116405	CCMSLIB00006438441	CCMSLIB00006438441	CCMSLIB00006435576	CCMSLIB00006435576	CCMSLIB00006435576	CCMSLIB00006435576	CCMSLIB00006435576	CCMSLIB00006435576	CCMSLIB00006435576
85	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00006709932	no match	no match	CCMSLIB00012474953	CCMSLIB00010116595	CCMSLIB00010104993	CCMSLIB00010104993	CCMSLIB00010104993	CCMSLIB00010104993	CCMSLIB00010104993	CCMSLIB00006709956	CCMSLIB00006709956	CCMSLIB00012474953	CCMSLIB00006392683	CCMSLIB00010104993	CCMSLIB00006549793	CCMSLIB00006549793	CCMSLIB00006549793	CCMSLIB00006549793
87	no match	no match	no match	no match	no match	CCMSLIB00005463500	CCMSLIB00005463500	CCMSLIB00005463500	CCMSLIB00005463500	no match	no match	CCMSLIB00012355932	CCMSLIB00003139293	CCMSLIB00003139293	CCMSLIB00003139293	CCMSLIB00003139293	CCMSLIB00003139293	CCMSLIB00003139293	CCMSLIB00012474646	CCMSLIB00012474646	CCMSLIB00012474701	CCMSLIB00000078259	CCMSLIB00000078259	CCMSLIB00000078259	CCMSLIB00000078259	CCMSLIB00000078259	CCMSLIB00000078259
98	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00003134888	CCMSLIB00003134888	no match	no match	CCMSLIB00012474868	CCMSLIB00012474868	CCMSLIB00012474868	CCMSLIB00012474868	CCMSLIB00012314611	CCMSLIB00006388800	CCMSLIB00006388800	no match	no match	CCMSLIB00012474868	CCMSLIB00012474868	CCMSLIB00012474868	CCMSLIB00012358605	CCMSLIB00004697426	CCMSLIB00005741562	CCMSLIB00005741562
1122	no match	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	no match	no match	no match	CCMSLIB00011430175	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	no match	no match	CCMSLIB00012264744	CCMSLIB00012465987	CCMSLIB00012465987	CCMSLIB00012465987	CCMSLIB00012465987
101	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00010104684	CCMSLIB00010104684	CCMSLIB00010104684	CCMSLIB00010104684	no match	no match	CCMSLIB00012254508	CCMSLIB00000085231	CCMSLIB00000085231	CCMSLIB00010104684	CCMSLIB00010104684	CCMSLIB00010104684	CCMSLIB00010104684
2155	no match	no match	no match	no match	CCMSLIB00005463539	CCMSLIB00005463505	CCMSLIB00000851819	CCMSLIB00000851819	CCMSLIB00000851819	no match	no match	CCMSLIB00005742234	CCMSLIB00005739623	CCMSLIB00012442893	CCMSLIB00012442893	CCMSLIB00000851819	CCMSLIB00012315654	CCMSLIB00012315654	no match	no match	CCMSLIB00005436441	CCMSLIB00005739623	CCMSLIB00005744430	CCMSLIB00005744430	CCMSLIB00004751306	CCMSLIB00012315656	CCMSLIB00012315656
109	no match	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	no match	no match	no match	CCMSLIB00012465626	CCMSLIB00012465626	CCMSLIB00006560829	CCMSLIB00006560829	no match	no match	no match	CCMSLIB00012267754	CCMSLIB00012339607	CCMSLIB00012285652	CCMSLIB00012322954	CCMSLIB00010012780	CCMSLIB00010012780
1649	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00012431830	CCMSLIB00012431830	CCMSLIB00012431830	no match	no match	no match	CCMSLIB00012443887	CCMSLIB00012443887	CCMSLIB00004697825	CCMSLIB00012431830	CCMSLIB00012431830	CCMSLIB00012431830	no match	no match	CCMSLIB00005745591	CCMSLIB00005745591	CCMSLIB00005745591	CCMSLIB00004699244	CCMSLIB00012431830	CCMSLIB00012431830	CCMSLIB00012431830
2162	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00010103707	CCMSLIB00004705329	CCMSLIB00004705329	CCMSLIB00004705329	CCMSLIB00004705329	no match	no match	CCMSLIB00005744389	CCMSLIB00005744389	CCMSLIB00005744389	CCMSLIB00010103567	CCMSLIB00012267537	CCMSLIB00012267537	CCMSLIB00012267537	CCMSLIB00006572168	CCMSLIB00006572168	CCMSLIB00000078912	CCMSLIB00000078912	CCMSLIB00004714860	CCMSLIB00004705623	CCMSLIB00012267537	CCMSLIB00012267537	CCMSLIB00012267537
113	no match	no match	no match	no match	no match	no match	CCMSLIB00005463500	CCMSLIB00005463500	CCMSLIB00005463500	no match	no match	CCMSLIB00006539002	CCMSLIB00006539002	CCMSLIB00006557096	CCMSLIB00006557096	CCMSLIB00006557096	CCMSLIB00006557096	CCMSLIB00006557096	no match	no match	CCMSLIB00006539002	CCMSLIB00006539002	CCMSLIB00006557096	CCMSLIB00006557096	CCMSLIB00006557096	CCMSLIB00006557096	CCMSLIB00006557096
1655	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00012474589	CCMSLIB00012474589	CCMSLIB00012474589	CCMSLIB00012474589	no match	no match	CCMSLIB00005463504	CCMSLIB00010111033	CCMSLIB00010111033	CCMSLIB00010111033	CCMSLIB00010111033	CCMSLIB00010111033	CCMSLIB00010111033	no match	no match	CCMSLIB00012424011	CCMSLIB00010111033	CCMSLIB00010111033	CCMSLIB00010111033	CCMSLIB00006534040	CCMSLIB00006534040	CCMSLIB00006534040
119	no match	no match	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959	no match	no match	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00012450232	CCMSLIB00012450232	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959	CCMSLIB00006709959
1661	no match	no match	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	no match	no match	no match	CCMSLIB00012451086	CCMSLIB00012451086	CCMSLIB00012451086	CCMSLIB00012451086	no match	no match	CCMSLIB00000853365	CCMSLIB00000853365	CCMSLIB00012070098	CCMSLIB00012451086	CCMSLIB00012313476	CCMSLIB00012451241	CCMSLIB00012451241
1668	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00012282537	CCMSLIB00012282537	CCMSLIB00012282537	CCMSLIB00012282537	no match	no match	CCMSLIB00000848553	CCMSLIB00000848553	CCMSLIB00000848553	CCMSLIB00012377967	CCMSLIB00005775829	CCMSLIB00005775829	CCMSLIB00005775829	no match	no match	CCMSLIB00000848476	CCMSLIB00000848476	CCMSLIB00000848476	CCMSLIB00000848476	CCMSLIB00005774990	CCMSLIB00005774990	CCMSLIB00005774990
134	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	CCMSLIB00000851979	CCMSLIB00000851979	CCMSLIB00000851979	CCMSLIB00005773392	CCMSLIB00005773392	CCMSLIB00005773392	CCMSLIB00005773392	no match	no match	CCMSLIB00012442876	CCMSLIB00012442876	CCMSLIB00012447604	CCMSLIB00005773392	CCMSLIB00004704102	CCMSLIB00004704102	CCMSLIB00004704102
135	no match	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00012326645	CCMSLIB00012326645	no match	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00010152468	CCMSLIB00010152468	no match	no match	no match	no match	CCMSLIB00012470950	CCMSLIB00012470950	CCMSLIB00012302804	CCMSLIB00012302804	CCMSLIB00012302804
648	no match	no match	CCMSLIB00006709990	CCMSLIB00006709990	CCMSLIB00006709990	CCMSLIB00006709990	CCMSLIB00006709990	CCMSLIB00008851505	CCMSLIB00008851505	no match	no match	CCMSLIB00012470081	CCMSLIB00012470081	CCMSLIB00012470081	CCMSLIB00012470081	CCMSLIB00012470081	CCMSLIB00012470081	CCMSLIB00012470081	no match	no match	CCMSLIB00012474663	CCMSLIB00012474881	CCMSLIB00012474881	CCMSLIB00012371016	CCMSLIB00012371016	CCMSLIB00012371016	CCMSLIB00012371016
1679	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	no match	no match	CCMSLIB00012471552	CCMSLIB00000078631	CCMSLIB00000078631	CCMSLIB00006556436	CCMSLIB00006556436	CCMSLIB00006556436	CCMSLIB00006556436
2193	no match	no match	no match	no match	CCMSLIB00005463539	CCMSLIB00005463539	CCMSLIB00005463509	CCMSLIB00005463509	CCMSLIB00005463509	no match	no match	no match	no match	CCMSLIB00005463539	CCMSLIB00005463539	CCMSLIB00005721672	CCMSLIB00005721672	CCMSLIB00005721672	no match	no match	CCMSLIB00000845984	CCMSLIB00012470542	CCMSLIB00012470542	CCMSLIB00012470542	CCMSLIB00012345337	CCMSLIB00012345337	CCMSLIB00012345337
149	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00006575625	CCMSLIB00006575625	CCMSLIB00006575625	CCMSLIB00006575625	no match	no match	CCMSLIB00004704849	CCMSLIB00004704849	CCMSLIB00012466451	CCMSLIB00012466451	CCMSLIB00012466451	CCMSLIB00012466451	CCMSLIB00012466451	no match	no match	CCMSLIB00006399297	CCMSLIB00006399297	CCMSLIB00012466451	CCMSLIB00012257207	CCMSLIB00012257207	CCMSLIB00012257207	CCMSLIB00012257207
2202	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00006575625	CCMSLIB00006575625	CCMSLIB00006575625	no match	no match	CCMSLIB00006574722	CCMSLIB00004693368	CCMSLIB00004693368	CCMSLIB00004693368	CCMSLIB00004693368	CCMSLIB00004693368	CCMSLIB00004693368	CCMSLIB00004693362	CCMSLIB00004693362	CCMSLIB00004693362	CCMSLIB00004693362	CCMSLIB00004693362	CCMSLIB00004693362	CCMSLIB00010150846	CCMSLIB00010150846	CCMSLIB00010150846
154	no match	no match	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	no match	no match	no match	no match	no match	CCMSLIB00000077012	CCMSLIB00012474791	CCMSLIB00012474791	CCMSLIB00012474791
1178	no match	no match	no match	CCMSLIB00006709990	CCMSLIB00006709990	CCMSLIB00006709990	CCMSLIB00006709990	CCMSLIB00006709990	CCMSLIB00006709990	no match	no match	CCMSLIB00012470081	CCMSLIB00000854887	CCMSLIB00012474829	CCMSLIB00005436294	CCMSLIB00012474829	CCMSLIB00012474829	CCMSLIB00005436294	no match	no match	CCMSLIB00012470081	CCMSLIB00000854887	CCMSLIB00012474829	CCMSLIB00012474829	CCMSLIB00005436294	CCMSLIB00012474829	CCMSLIB00005436294
669	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	CCMSLIB00005739623	CCMSLIB00005725429	CCMSLIB00005725429	CCMSLIB00005725429	CCMSLIB00012410019	CCMSLIB00012410019	CCMSLIB00012410019	no match	no match	CCMSLIB00004681462	CCMSLIB00005725429	CCMSLIB00000853201	CCMSLIB00000848553	CCMSLIB00012467157	CCMSLIB00012467157	CCMSLIB00012467157
