ID	6 | 0.02	6 | 0.1	6 | 10	6 | 25	6 | 50	6 | 100	6 | 250	6 | 500	6 | 1000	5 | 0.02	5 | 0.1	5 | 10	5 | 25	5 | 50	5 | 100	5 | 250	5 | 500	5 | 1000	4 | 0.02	4 | 0.1	4 | 10	4 | 25	4 | 50	4 | 100	4 | 250	4 | 500	4 | 1000
1183	no match	CCMSLIB00000839958	CCMSLIB00005746890	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	no match	CCMSLIB00000839958	CCMSLIB00005746890	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00006545892	CCMSLIB00012725761	CCMSLIB00012725761	no match	CCMSLIB00000839958	CCMSLIB00005746890	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00006545892	CCMSLIB00012725761	CCMSLIB00012725761
163	no match	no match	no match	no match	no match	CCMSLIB00005463539	CCMSLIB00005463539	CCMSLIB00005463539	CCMSLIB00005463539	no match	no match	CCMSLIB00005740748	CCMSLIB00000850192	CCMSLIB00000850192	CCMSLIB00000850192	CCMSLIB00000850192	CCMSLIB00012247012	CCMSLIB00012247012	no match	no match	CCMSLIB00005740748	CCMSLIB00012470545	CCMSLIB00012470545	CCMSLIB00012470545	CCMSLIB00012287220	CCMSLIB00012287220	CCMSLIB00012287220
1190	no match	no match	no match	CCMSLIB00006709990	CCMSLIB00006709990	CCMSLIB00006386726	CCMSLIB00006386726	CCMSLIB00012474831	CCMSLIB00012474831	no match	no match	CCMSLIB00006571912	CCMSLIB00006709979	CCMSLIB00006709979	CCMSLIB00006709979	CCMSLIB00006709979	CCMSLIB00006709979	CCMSLIB00006709979	CCMSLIB00010115368	CCMSLIB00010115368	CCMSLIB00010115368	CCMSLIB00006709979	CCMSLIB00006709979	CCMSLIB00010010604	CCMSLIB00006546172	CCMSLIB00006546172	CCMSLIB00006546172
680	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	CCMSLIB00012476629	CCMSLIB00010106605	CCMSLIB00010106605	CCMSLIB00010106605
2217	no match	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00006584752	CCMSLIB00006584752	no match	no match	no match	no match	CCMSLIB00003139627	CCMSLIB00012366537	CCMSLIB00012392160	CCMSLIB00012392160	CCMSLIB00012392160	no match	no match	CCMSLIB00012716602	CCMSLIB00004714618	CCMSLIB00000004818	CCMSLIB00001059024	CCMSLIB00001059024	CCMSLIB00001059024	CCMSLIB00001059024
703	no match	no match	CCMSLIB00008851504	CCMSLIB00008851504	CCMSLIB00008851504	CCMSLIB00008851504	CCMSLIB00005745057	CCMSLIB00010117848	CCMSLIB00010117848	no match	no match	CCMSLIB00012474726	CCMSLIB00012474726	CCMSLIB00012474726	CCMSLIB00012474726	CCMSLIB00005745057	CCMSLIB00010117848	CCMSLIB00010117848	CCMSLIB00012474789	CCMSLIB00012474789	CCMSLIB00012474726	CCMSLIB00012474726	CCMSLIB00012474868	CCMSLIB00012474868	CCMSLIB00006443640	CCMSLIB00006443640	CCMSLIB00006443640
2241	no match	no match	no match	no match	no match	no match	CCMSLIB00005463539	CCMSLIB00012474603	CCMSLIB00012474603	no match	no match	no match	no match	no match	CCMSLIB00010117848	CCMSLIB00012332377	CCMSLIB00012465600	CCMSLIB00012465600	no match	no match	CCMSLIB00000840324	CCMSLIB00006558120	CCMSLIB00005725347	CCMSLIB00005725347	CCMSLIB00005725347	CCMSLIB00003138869	CCMSLIB00003138869
2244	no match	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005742329	CCMSLIB00005742329	no match	no match	no match	no match	no match	no match	CCMSLIB00012474780	CCMSLIB00012449074	CCMSLIB00012449074	no match	no match	CCMSLIB00000854448	CCMSLIB00006506611	CCMSLIB00012301481	CCMSLIB00012301481	CCMSLIB00012301481	CCMSLIB00012449080	CCMSLIB00012449080
2248	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463539	CCMSLIB00005463539	CCMSLIB00005463539	no match	no match	no match	no match	CCMSLIB00012390597	CCMSLIB00012390597	CCMSLIB00012390597	CCMSLIB00012390597	CCMSLIB00012390597	no match	no match	CCMSLIB00011428450	CCMSLIB00011428450	CCMSLIB00011428450	CCMSLIB00011428450	CCMSLIB00011428450	CCMSLIB00011428450	CCMSLIB00011428450
1749	no match	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	no match	no match	CCMSLIB00005464697	CCMSLIB00005464697	CCMSLIB00005464697	CCMSLIB00005464697	CCMSLIB00005464697	CCMSLIB00005464697	CCMSLIB00005464697	no match	no match	CCMSLIB00005464697	CCMSLIB00005464697	CCMSLIB00005464697	CCMSLIB00005748038	CCMSLIB00005748038	CCMSLIB00005748038	CCMSLIB00005748038
224	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00004712817	CCMSLIB00005744357	CCMSLIB00005744357	CCMSLIB00005744357	no match	no match	no match	CCMSLIB00010131123	CCMSLIB00012332869	CCMSLIB00012268390	CCMSLIB00012370399	CCMSLIB00012370399	CCMSLIB00012370399	no match	no match	CCMSLIB00008851194	CCMSLIB00012176531	CCMSLIB00012176531	CCMSLIB00012176531	CCMSLIB00012370399	CCMSLIB00012370399	CCMSLIB00012370399
1250	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00006559208	CCMSLIB00006710014	CCMSLIB00006710014	CCMSLIB00006710014	no match	no match	CCMSLIB00012335670	CCMSLIB00012335670	CCMSLIB00012335670	CCMSLIB00012335670	CCMSLIB00006710014	CCMSLIB00006710014	CCMSLIB00006710014	no match	no match	CCMSLIB00012335670	CCMSLIB00012335670	CCMSLIB00012335670	CCMSLIB00012335670	CCMSLIB00006710014	CCMSLIB00006710014	CCMSLIB00006710014
1253	no match	no match	CCMSLIB00005463508	CCMSLIB00000079224	CCMSLIB00000079224	CCMSLIB00000840347	CCMSLIB00000840347	CCMSLIB00000840347	CCMSLIB00000840347	no match	no match	CCMSLIB00000007053	CCMSLIB00000847542	CCMSLIB00000847542	CCMSLIB00000840347	CCMSLIB00012313030	CCMSLIB00012313030	CCMSLIB00012313030	no match	no match	CCMSLIB00005777317	CCMSLIB00000847542	CCMSLIB00000847542	CCMSLIB00000840347	CCMSLIB00012313030	CCMSLIB00012313030	CCMSLIB00012313030
1258	no match	no match	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	no match	no match	CCMSLIB00005747510	CCMSLIB00010129719	CCMSLIB00012474867	CCMSLIB00012451469	CCMSLIB00012451469	no match	no match	CCMSLIB00010129016	CCMSLIB00010129016	CCMSLIB00012450811	CCMSLIB00012450811	CCMSLIB00012450811	CCMSLIB00012451469	CCMSLIB00012451469
1774	no match	no match	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	no match	no match	no match	CCMSLIB00005723601	CCMSLIB00005723601	CCMSLIB00006574174	CCMSLIB00006546634	CCMSLIB00006546634	CCMSLIB00006546634	no match	no match	CCMSLIB00012269497	CCMSLIB00006569809	CCMSLIB00006569809	CCMSLIB00006569809	CCMSLIB00006546634	CCMSLIB00006546634	CCMSLIB00006546634
751	no match	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	no match	CCMSLIB00010116982	CCMSLIB00010116982	CCMSLIB00010116982	CCMSLIB00010116982	CCMSLIB00010116982	CCMSLIB00010116982	no match	no match	CCMSLIB00006437674	CCMSLIB00010116982	CCMSLIB00010116982	CCMSLIB00006676032	CCMSLIB00006676032	CCMSLIB00006676032	CCMSLIB00006676032
1262	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00012474864	CCMSLIB00012474864	CCMSLIB00012278641	CCMSLIB00012278641	CCMSLIB00012278641	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00000078438	CCMSLIB00012474864	CCMSLIB00012474864	CCMSLIB00012278641	CCMSLIB00012278641	CCMSLIB00012278641	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00004719554	CCMSLIB00004694267	CCMSLIB00012474864	CCMSLIB00012474864	CCMSLIB00004693033	CCMSLIB00004693033	CCMSLIB00004693033
2290	no match	no match	CCMSLIB00005723305	CCMSLIB00004694286	CCMSLIB00004694286	CCMSLIB00004694286	CCMSLIB00004694286	CCMSLIB00004694286	CCMSLIB00004694286	no match	no match	CCMSLIB00010314552	CCMSLIB00004694286	CCMSLIB00004694286	CCMSLIB00004694286	CCMSLIB00004694286	CCMSLIB00010123749	CCMSLIB00010123749	no match	no match	CCMSLIB00010314552	CCMSLIB00010314557	CCMSLIB00010314565	CCMSLIB00010314565	CCMSLIB00010314565	CCMSLIB00005747698	CCMSLIB00005747698
1780	no match	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	no match	CCMSLIB00000078447	CCMSLIB00000078447	CCMSLIB00010144333	CCMSLIB00012263538	CCMSLIB00012263538	CCMSLIB00012263538	no match	no match	CCMSLIB00012300943	CCMSLIB00012267517	CCMSLIB00012267517	CCMSLIB00000427281	CCMSLIB00000427281	CCMSLIB00000427281	CCMSLIB00000427281
1272	no match	no match	CCMSLIB00012176127	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	no match	no match	CCMSLIB00012176127	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	no match	CCMSLIB00010124039	CCMSLIB00012176127	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831
762	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	CCMSLIB00012474831	no match	no match	CCMSLIB00012444703	CCMSLIB00012474786	CCMSLIB00012474786	CCMSLIB00012474920	CCMSLIB00012303080	CCMSLIB00012303080	CCMSLIB00012303080	CCMSLIB00012474790	CCMSLIB00012474790	CCMSLIB00003136551	CCMSLIB00003136551	CCMSLIB00003136551	CCMSLIB00012474920	CCMSLIB00012303080	CCMSLIB00012303080	CCMSLIB00012303080
2301	no match	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	no match	no match	CCMSLIB00004713307	CCMSLIB00004713307	CCMSLIB00004713307	CCMSLIB00004713307	CCMSLIB00004713307	no match	no match	CCMSLIB00005720113	CCMSLIB00010129508	CCMSLIB00004713307	CCMSLIB00004713307	CCMSLIB00004713307	CCMSLIB00004713307	CCMSLIB00004713307
2302	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00006575625	CCMSLIB00006575625	CCMSLIB00006575625	no match	CCMSLIB00008851505	CCMSLIB00008851505	CCMSLIB00008851505	CCMSLIB00006584432	CCMSLIB00005723625	CCMSLIB00006538359	CCMSLIB00006538359	CCMSLIB00006538359	no match	CCMSLIB00008851505	CCMSLIB00005724051	CCMSLIB00006562085	CCMSLIB00012251508	CCMSLIB00012251508	CCMSLIB00000849775	CCMSLIB00000849775	CCMSLIB00000849775
1795	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005723602	CCMSLIB00005723602	CCMSLIB00005723602	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005723602	CCMSLIB00005723602	CCMSLIB00005723602	no match	no match	CCMSLIB00000006102	CCMSLIB00012292428	CCMSLIB00012292428	CCMSLIB00006565061	CCMSLIB00006565061	CCMSLIB00006565061	CCMSLIB00006565061
2307	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00010114907	CCMSLIB00010114907	CCMSLIB00010114907	CCMSLIB00010114907	no match	no match	CCMSLIB00006572108	CCMSLIB00012375057	CCMSLIB00000079937	CCMSLIB00010114907	CCMSLIB00006356445	CCMSLIB00006356445	CCMSLIB00006356445	no match	CCMSLIB00000006039	CCMSLIB00010109936	CCMSLIB00012256549	CCMSLIB00012256549	CCMSLIB00000078188	CCMSLIB00006356445	CCMSLIB00006356445	CCMSLIB00006356445
2314	CCMSLIB00000223881	CCMSLIB00000223881	CCMSLIB00000223881	CCMSLIB00006453607	CCMSLIB00006453607	CCMSLIB00006453607	CCMSLIB00006453607	CCMSLIB00006453607	CCMSLIB00006453607	CCMSLIB00000223881	CCMSLIB00000223881	CCMSLIB00000223881	CCMSLIB00006453607	CCMSLIB00006453607	CCMSLIB00006453607	CCMSLIB00006453607	CCMSLIB00006453607	CCMSLIB00006453607	CCMSLIB00000223881	CCMSLIB00000223881	CCMSLIB00000223881	CCMSLIB00006453607	CCMSLIB00006453607	CCMSLIB00006453607	CCMSLIB00006453607	CCMSLIB00006453607	CCMSLIB00006453607
2318	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00006541291	CCMSLIB00006541291	CCMSLIB00006541291	CCMSLIB00006541291	no match	no match	CCMSLIB00005463504	CCMSLIB00012341317	CCMSLIB00012465599	CCMSLIB00006541291	CCMSLIB00006541291	CCMSLIB00006541291	CCMSLIB00006541291	no match	no match	CCMSLIB00012718733	CCMSLIB00012379643	CCMSLIB00000078084	CCMSLIB00006541327	CCMSLIB00006544710	CCMSLIB00006544710	CCMSLIB00006544710
1299	no match	no match	CCMSLIB00012176124	CCMSLIB00005742270	CCMSLIB00004707858	CCMSLIB00004710102	CCMSLIB00010118011	CCMSLIB00006388988	CCMSLIB00006388988	no match	no match	CCMSLIB00012262810	CCMSLIB00005739124	CCMSLIB00012474867	CCMSLIB00012474867	CCMSLIB00010118011	CCMSLIB00006388753	CCMSLIB00006678855	no match	no match	CCMSLIB00006506585	CCMSLIB00006506585	CCMSLIB00004707794	CCMSLIB00004707794	CCMSLIB00004707794	CCMSLIB00005739122	CCMSLIB00006678855
2325	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00000006289	CCMSLIB00000006289	CCMSLIB00000006289	no match	no match	CCMSLIB00011430461	CCMSLIB00012355742	CCMSLIB00012451329	CCMSLIB00012419814	CCMSLIB00005716878	CCMSLIB00006675746	CCMSLIB00006675746	no match	no match	CCMSLIB00004709965	CCMSLIB00012355746	CCMSLIB00012259032	CCMSLIB00012442806	CCMSLIB00006388810	CCMSLIB00006388810	CCMSLIB00006388810
2326	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	CCMSLIB00005463539	CCMSLIB00005463539
792	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00010104558	CCMSLIB00010104558	CCMSLIB00010104558	no match	no match	CCMSLIB00004705104	CCMSLIB00004705104	CCMSLIB00004705104	CCMSLIB00012322341	CCMSLIB00010104558	CCMSLIB00010104558	CCMSLIB00010104558
2328	no match	no match	CCMSLIB00005463539	CCMSLIB00010117253	CCMSLIB00010117253	CCMSLIB00005744728	CCMSLIB00012416962	CCMSLIB00012416962	CCMSLIB00012416962	no match	no match	CCMSLIB00012432480	CCMSLIB00012432480	CCMSLIB00012432480	CCMSLIB00005744728	CCMSLIB00004705125	CCMSLIB00003136214	CCMSLIB00003136214	no match	no match	CCMSLIB00000079796	CCMSLIB00000079796	CCMSLIB00000079796	CCMSLIB00004693698	CCMSLIB00004683875	CCMSLIB00012306837	CCMSLIB00012306837
1824	no match	no match	no match	no match	CCMSLIB00005463505	CCMSLIB00010113204	CCMSLIB00010113204	CCMSLIB00010113204	CCMSLIB00010113204	no match	no match	no match	CCMSLIB00012444594	CCMSLIB00005727311	CCMSLIB00010114488	CCMSLIB00010114488	CCMSLIB00010114488	CCMSLIB00010114488	CCMSLIB00000852377	CCMSLIB00000852377	CCMSLIB00000852377	CCMSLIB00012379313	CCMSLIB00012379313	CCMSLIB00012379313	CCMSLIB00012361489	CCMSLIB00012361489	CCMSLIB00012361489
288	no match	no match	no match	CCMSLIB00005463539	CCMSLIB00005463539	CCMSLIB00011430372	CCMSLIB00011430372	CCMSLIB00011430372	CCMSLIB00011430372	no match	no match	CCMSLIB00004714696	CCMSLIB00004706001	CCMSLIB00004706001	CCMSLIB00011430372	CCMSLIB00012449421	CCMSLIB00012449421	CCMSLIB00012449421	no match	CCMSLIB00012328778	CCMSLIB00004714696	CCMSLIB00005435845	CCMSLIB00005435845	CCMSLIB00011430269	CCMSLIB00000855669	CCMSLIB00000855669	CCMSLIB00000855669
802	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00006568367	CCMSLIB00006568367	CCMSLIB00006568367	CCMSLIB00006568367	CCMSLIB00006568367	no match	no match	CCMSLIB00012474739	CCMSLIB00000084810	CCMSLIB00006568367	CCMSLIB00006568367	CCMSLIB00005748642	CCMSLIB00005748642	CCMSLIB00005748642	no match	no match	CCMSLIB00000855770	CCMSLIB00006514028	CCMSLIB00006568367	CCMSLIB00005740959	CCMSLIB00005740959	CCMSLIB00005740959	CCMSLIB00005740959
2338	no match	no match	CCMSLIB00006709989	CCMSLIB00004692855	CCMSLIB00004692855	CCMSLIB00004692855	CCMSLIB00004692855	CCMSLIB00004692855	CCMSLIB00004692855	no match	CCMSLIB00010112614	CCMSLIB00000213602	CCMSLIB00004692855	CCMSLIB00004694247	CCMSLIB00004694247	CCMSLIB00004720873	CCMSLIB00004720873	CCMSLIB00004720873	CCMSLIB00012474878	CCMSLIB00012474878	CCMSLIB00012335063	CCMSLIB00004692855	CCMSLIB00004694247	CCMSLIB00004694247	CCMSLIB00010114932	CCMSLIB00010114932	CCMSLIB00010114932
2345	no match	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00005463504	no match	no match	no match	no match	CCMSLIB00005746643	CCMSLIB00005746643	CCMSLIB00006681343	CCMSLIB00006681343	CCMSLIB00006681343	no match	no match	CCMSLIB00012380195	CCMSLIB00012370265	CCMSLIB00012370265	CCMSLIB00000085592	CCMSLIB00000085096	CCMSLIB00000085096	CCMSLIB00000085096
812	no match	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	no match	no match	no match	no match	no match	no match	CCMSLIB00004709193	CCMSLIB00004709193	CCMSLIB00004709193	no match	no match	CCMSLIB00012194726	CCMSLIB00012194726	CCMSLIB00012194726	CCMSLIB00006562243	CCMSLIB00012443491	CCMSLIB00012443491	CCMSLIB00012443491
2349	no match	no match	no match	CCMSLIB00005463505	CCMSLIB00005463505	CCMSLIB00012370397	CCMSLIB00012370397	CCMSLIB00012370397	CCMSLIB00012370397	no match	no match	CCMSLIB00005723013	CCMSLIB00010134801	CCMSLIB00005719862	CCMSLIB00012377003	CCMSLIB00012377003	CCMSLIB00012377003	CCMSLIB00012377003	no match	CCMSLIB00005738626	CCMSLIB00010131601	CCMSLIB00012269844	CCMSLIB00005719862	CCMSLIB00012377003	CCMSLIB00012377003	CCMSLIB00012377003	CCMSLIB00012377003
820	no match	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	no match	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005746279	CCMSLIB00005746279	no match	no match	no match	no match	CCMSLIB00012409489	CCMSLIB00004714857	CCMSLIB00004714857	CCMSLIB00004751348	CCMSLIB00004751348
822	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005721598	CCMSLIB00005721598	no match	no match	no match	no match	no match	CCMSLIB00010086684	CCMSLIB00005721388	CCMSLIB00004751348	CCMSLIB00004751348
2365	no match	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00000574574	CCMSLIB00000574574	no match	no match	CCMSLIB00005435842	CCMSLIB00005435842	CCMSLIB00005435842	CCMSLIB00000848268	CCMSLIB00000848268	CCMSLIB00010125744	CCMSLIB00012288013	no match	no match	CCMSLIB00005435842	CCMSLIB00005435842	CCMSLIB00005435842	CCMSLIB00000848268	CCMSLIB00010128672	CCMSLIB00004710947	CCMSLIB00004710947
1854	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00006575625	CCMSLIB00006575625	CCMSLIB00006575625	CCMSLIB00006575625	no match	no match	CCMSLIB00004716590	CCMSLIB00004716590	CCMSLIB00004716590	CCMSLIB00006438366	CCMSLIB00012250760	CCMSLIB00012250760	CCMSLIB00012250760	no match	no match	CCMSLIB00012432712	CCMSLIB00000846229	CCMSLIB00000846229	CCMSLIB00006533056	CCMSLIB00005773771	CCMSLIB00005773771	CCMSLIB00005773771
830	no match	CCMSLIB00006710010	CCMSLIB00010105119	CCMSLIB00005740490	CCMSLIB00005740490	CCMSLIB00005740490	CCMSLIB00005740490	CCMSLIB00005740490	CCMSLIB00005740490	CCMSLIB00010104910	CCMSLIB00010104910	CCMSLIB00010104910	CCMSLIB00005740490	CCMSLIB00005740490	CCMSLIB00005740490	CCMSLIB00005740490	CCMSLIB00005740490	CCMSLIB00005740490	CCMSLIB00010104910	CCMSLIB00010104910	CCMSLIB00000427282	CCMSLIB00005740490	CCMSLIB00005740490	CCMSLIB00005740490	CCMSLIB00005740490	CCMSLIB00005740490	CCMSLIB00005740490
842	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005743152	CCMSLIB00005743152	CCMSLIB00005743152	no match	no match	CCMSLIB00003740004	CCMSLIB00003740004	CCMSLIB00003740004	CCMSLIB00003740004	CCMSLIB00005743152	CCMSLIB00012254548	CCMSLIB00012254548	no match	no match	CCMSLIB00003740004	CCMSLIB00003740004	CCMSLIB00003740004	CCMSLIB00006562243	CCMSLIB00012448754	CCMSLIB00012448754	CCMSLIB00012448754
1867	no match	no match	CCMSLIB00010083020	CCMSLIB00010083020	CCMSLIB00010083020	CCMSLIB00010083020	CCMSLIB00005463539	CCMSLIB00011430289	CCMSLIB00011430289	no match	no match	CCMSLIB00010083020	CCMSLIB00003134479	CCMSLIB00003134479	CCMSLIB00003134479	CCMSLIB00012442632	CCMSLIB00012442632	CCMSLIB00012442632	no match	no match	CCMSLIB00004721375	CCMSLIB00003134479	CCMSLIB00012442368	CCMSLIB00010055625	CCMSLIB00012442635	CCMSLIB00012442635	CCMSLIB00012442635
334	no match	no match	CCMSLIB00006710019	CCMSLIB00012340931	CCMSLIB00012340931	CCMSLIB00012340931	CCMSLIB00012340931	CCMSLIB00012340931	CCMSLIB00012340931	CCMSLIB00005742713	CCMSLIB00005742713	CCMSLIB00010110935	CCMSLIB00012340931	CCMSLIB00000211369	CCMSLIB00000211369	CCMSLIB00000211369	CCMSLIB00000211369	CCMSLIB00000211369	CCMSLIB00005742713	CCMSLIB00005742713	CCMSLIB00012410447	CCMSLIB00012340931	CCMSLIB00000211369	CCMSLIB00000211369	CCMSLIB00000211369	CCMSLIB00000211369	CCMSLIB00000211369
336	no match	no match	no match	CCMSLIB00005463504	CCMSLIB00005463504	CCMSLIB00010109248	CCMSLIB00000478451	CCMSLIB00000478451	CCMSLIB00000478451	no match	no match	CCMSLIB00010105632	CCMSLIB00000079086	CCMSLIB00000079086	CCMSLIB00005743837	CCMSLIB00000478451	CCMSLIB00000478451	CCMSLIB00000478451	no match	no match	CCMSLIB00012441190	CCMSLIB00000079086	CCMSLIB00000079086	CCMSLIB00006399875	CCMSLIB00005773565	CCMSLIB00005721790	CCMSLIB00005721790
856	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	CCMSLIB00005463508	no match	no match	no match	no match	no match	CCMSLIB00005463508	CCMSLIB00010106659	CCMSLIB00006709993	CCMSLIB00006709993	no match	no match	no match	CCMSLIB00012474974	CCMSLIB00012474974	CCMSLIB00000848972	CCMSLIB00006551663	CCMSLIB00006551663	CCMSLIB00006551663
